Landsat Product Identifier L2,Landsat Product Identifier L1,Landsat Scene Identifier,Date Acquired,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date Product Generated L2,Date Product Generated L1,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover L1,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model,Geometric RMSE Model X,Geometric RMSE Model Y,Processing Software Version,Sun Elevation L0RA,Sun Azimuth L0RA,TIRS SSM Model,Data Type L2,Sensor Identifier,Satellite,Product Map Projection L1,UTM Zone,Datum,Ellipsoid,Scene Center Lat DMS,Scene Center Long DMS,Corner Upper Left Lat DMS,Corner Upper Left Long DMS,Corner Upper Right Lat DMS,Corner Upper Right Long DMS,Corner Lower Left Lat DMS,Corner Lower Left Long DMS,Corner Lower Right Lat DMS,Corner Lower Right Long DMS,Scene Center Latitude,Scene Center Longitude,Corner Upper Left Latitude,Corner Upper Left Longitude,Corner Upper Right Latitude,Corner Upper Right Longitude,Corner Lower Left Latitude,Corner Lower Left Longitude,Corner Lower Right Latitude,Corner Lower Right Longitude,Display ID,Entity ID
LC08_L2SP_170045_20140812_20200911_02_T1,LC08_L1TP_170045_20140812_20200911_02_T1,LC81700452014224LGN01,2014/08/12,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/11,2020/09/11,2014-08-12 07:48:57.409115,2014-08-12 07:49:29.179111,LGN,DAY,   0.09,   1.41,643,5,    4.095,    2.109,    3.511,LPGS_15.3.1c,65.46526355,101.64431242,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.87"N,39°04'14.84"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'38.48"N,37°58'23.27"E,20°36'35.35"N,40°09'50.72"E, 21.67163,  39.07079, 22.71639,  37.95811, 22.71542,  40.18111, 20.61069,  37.97313, 20.60982,  40.16409,LC08_L2SP_170045_20140812_20200911_02_T1,LC81700452014224LGN01
LC08_L2SP_170045_20140828_20200911_02_T1,LC08_L1TP_170045_20140828_20200911_02_T1,LC81700452014240LGN01,2014/08/28,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/11,2020/09/11,2014-08-28 07:48:58.69593,2014-08-28 07:49:30.465926,LGN,DAY,   5.34,   6.81,581,5,    4.802,    3.022,    3.732,LPGS_15.3.1c,64.08660785,113.77977279,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.62"N,39°04'54.59"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'48.49"N,37°59'04.67"E,20°36'44.82"N,40°10'32.23"E, 21.67184,  39.08183, 22.71646,  37.96980, 22.71533,  40.19279, 20.61347,  37.98463, 20.61245,  40.17562,LC08_L2SP_170045_20140828_20200911_02_T1,LC81700452014240LGN01
LC08_L2SP_170045_20140913_20200910_02_T1,LC08_L1TP_170045_20140913_20200910_02_T1,LC81700452014256LGN01,2014/09/13,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2014-09-13 07:49:03.032764,2014-09-13 07:49:34.80276,LGN,DAY,  25.54,  47.52,391,5,    5.527,    3.688,    4.118,LPGS_15.3.1c,61.69693005,126.03544839,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.87"N,39°04'32.20"E,22°42'59.11"N,37°57'50.26"E,22°42'55.33"N,40°11'13.02"E,20°36'48.35"N,37°58'43.93"E,20°36'44.96"N,40°10'11.50"E, 21.67163,  39.07561, 22.71642,  37.96396, 22.71537,  40.18695, 20.61343,  37.97887, 20.61249,  40.16986,LC08_L2SP_170045_20140913_20200910_02_T1,LC81700452014256LGN01
LC08_L2SP_170045_20140929_20200910_02_T1,LC08_L1TP_170045_20140929_20200910_02_T1,LC81700452014272LGN01,2014/09/29,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2014-09-29 07:49:02.541742,2014-09-29 07:49:34.311738,LGN,DAY,   0.00,   0.00,666,5,    3.005,    1.754,    2.440,LPGS_15.3.1c,58.22260096,136.70714151,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.90"N,39°05'09.28"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'48.60"N,37°59'25.37"E,20°36'44.68"N,40°10'52.97"E, 21.67164,  39.08591, 22.71650,  37.97564, 22.71529,  40.19863, 20.61350,  37.99038, 20.61241,  40.18138,LC08_L2SP_170045_20140929_20200910_02_T1,LC81700452014272LGN01
LC08_L2SP_170045_20141015_20200911_02_T1,LC08_L1TP_170045_20141015_20200911_02_T1,LC81700452014288LGN01,2014/10/15,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/11,2020/09/11,2014-10-15 07:49:08.133648,2014-10-15 07:49:39.903644,LGN,DAY,  12.76,   7.21,539,5,    5.400,    3.639,    3.990,LPGS_15.3.1c,53.96414341,144.82283161,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.52"N,39°03'58.79"E,22°42'58.93"N,37°57'18.68"E,22°42'55.58"N,40°10'41.48"E,20°36'48.17"N,37°58'12.83"E,20°36'45.18"N,40°09'40.43"E, 21.67181,  39.06633, 22.71637,  37.95519, 22.71544,  40.17819, 20.61338,  37.97023, 20.61255,  40.16123,LC08_L2SP_170045_20141015_20200911_02_T1,LC81700452014288LGN01
LC08_L2SP_170045_20141031_20200910_02_T1,LC08_L1TP_170045_20141031_20200910_02_T1,LC81700452014304LGN01,2014/10/31,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2014-10-31 07:49:04.517007,2014-10-31 07:49:36.287003,LGN,DAY,   0.01,   0.61,668,5,    3.148,    1.357,    2.841,LPGS_15.3.1c,49.42526737,150.16155762,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.11"N,39°04'54.48"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'38.74"N,37°59'04.70"E,20°36'35.06"N,40°10'32.16"E, 21.67142,  39.08180, 22.71646,  37.96980, 22.71533,  40.19279, 20.61076,  37.98464, 20.60974,  40.17560,LC08_L2SP_170045_20141031_20200910_02_T1,LC81700452014304LGN01
LC08_L2SP_170045_20141116_20200910_02_T1,LC08_L1TP_170045_20141116_20200910_02_T1,LC81700452014320LGN01,2014/11/16,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2014-11-16 07:49:06.735085,2014-11-16 07:49:38.505082,LGN,DAY,  40.61,  43.87,482,5,    5.179,    3.363,    3.938,LPGS_15.3.1c,45.20026503,152.96543576,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.44"N,39°04'09.55"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'38.48"N,37°58'23.27"E,20°36'35.35"N,40°09'50.72"E, 21.67151,  39.06932, 22.71639,  37.95811, 22.71542,  40.18111, 20.61069,  37.97313, 20.60982,  40.16409,LC08_L2SP_170045_20141116_20200910_02_T1,LC81700452014320LGN01
LC08_L2SP_170045_20141202_20200910_02_T1,LC08_L1TP_170045_20141202_20200910_02_T1,LC81700452014336LGN01,2014/12/02,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2014-12-02 07:49:05.543097,2014-12-02 07:49:37.313093,LGN,DAY,   0.07,   0.04,637,5,    4.507,    2.652,    3.644,LPGS_15.3.1c,41.83879283,153.60423423,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.76"N,39°04'03.83"E,22°42'58.93"N,37°57'18.68"E,22°42'55.58"N,40°10'41.48"E,20°36'48.17"N,37°58'12.83"E,20°36'45.18"N,40°09'40.43"E, 21.67160,  39.06773, 22.71637,  37.95519, 22.71544,  40.17819, 20.61338,  37.97023, 20.61255,  40.16123,LC08_L2SP_170045_20141202_20200910_02_T1,LC81700452014336LGN01
LC08_L2SP_170045_20141218_20200910_02_T1,LC08_L1TP_170045_20141218_20200910_02_T1,LC81700452014352LGN01,2014/12/18,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2014-12-18 07:49:01.686972,2014-12-18 07:49:33.456968,LGN,DAY,   0.17,   0.10,629,5,    4.781,    2.850,    3.839,LPGS_15.3.1c,39.80877780,152.51824229,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.59"N,39°04'23.66"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'48.31"N,37°58'33.56"E,20°36'45.04"N,40°10'01.16"E, 21.67183,  39.07324, 22.71640,  37.96103, 22.71540,  40.18403, 20.61342,  37.97599, 20.61251,  40.16699,LC08_L2SP_170045_20141218_20200910_02_T1,LC81700452014352LGN01
LC08_L2SP_170045_20150103_20200910_02_T1,LC08_L1TP_170045_20150103_20200910_02_T1,LC81700452015003LGN01,2015/01/03,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2015-01-03 07:48:56.480481,2015-01-03 07:49:28.250477,LGN,DAY,   1.15,   7.93,605,5,    4.872,    2.982,    3.853,LPGS_15.3.1c,39.40693873,150.11866858,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.33"N,39°04'49.55"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'48.49"N,37°59'04.67"E,20°36'44.82"N,40°10'32.23"E, 21.67148,  39.08043, 22.71646,  37.96980, 22.71533,  40.19279, 20.61347,  37.98463, 20.61245,  40.17562,LC08_L2SP_170045_20150103_20200910_02_T1,LC81700452015003LGN01
LC08_L2SP_170045_20150119_20200910_02_T1,LC08_L1TP_170045_20150119_20200910_02_T1,LC81700452015019LGN01,2015/01/19,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/10,2020/09/10,2015-01-19 07:48:53.811832,2015-01-19 07:49:25.581828,LGN,DAY,   0.05,   0.04,632,5,    4.636,    2.899,    3.618,LPGS_15.3.1c,40.73256082,146.78826663,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.62"N,39°04'20.28"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'48.31"N,37°58'33.56"E,20°36'45.04"N,40°10'01.16"E, 21.67184,  39.07230, 22.71640,  37.96103, 22.71540,  40.18403, 20.61342,  37.97599, 20.61251,  40.16699,LC08_L2SP_170045_20150119_20200910_02_T1,LC81700452015019LGN01
LC08_L2SP_170045_20150204_20200909_02_T1,LC08_L1TP_170045_20150204_20200909_02_T1,LC81700452015035LGN01,2015/02/04,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-02-04 07:48:50.289328,2015-02-04 07:49:22.059324,LGN,DAY,   0.02,   0.23,611,5,    4.688,    3.056,    3.555,LPGS_15.3.1c,43.65734565,142.77857575,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.37"N,39°03'45.68"E,22°42'58.86"N,37°57'08.17"E,22°42'55.66"N,40°10'30.97"E,20°36'48.10"N,37°58'02.46"E,20°36'45.25"N,40°09'30.06"E, 21.67177,  39.06269, 22.71635,  37.95227, 22.71546,  40.17527, 20.61336,  37.96735, 20.61257,  40.15835,LC08_L2SP_170045_20150204_20200909_02_T1,LC81700452015035LGN01
LC08_L2SP_170045_20150220_20200909_02_T1,LC08_L1TP_170045_20150220_20200909_02_T1,LC81700452015051LGN02,2015/02/20,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-02-20 07:48:43.079104,2015-02-20 07:49:14.8491,LGN,DAY,  25.12,  31.48,379,5,    5.751,    4.128,    4.004,LPGS_15.3.1c,47.85477686,138.15587449,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.11"N,39°03'48.60"E,22°42'58.86"N,37°57'08.17"E,22°42'55.66"N,40°10'30.97"E,20°36'48.10"N,37°58'02.46"E,20°36'45.25"N,40°09'30.06"E, 21.67142,  39.06350, 22.71635,  37.95227, 22.71546,  40.17527, 20.61336,  37.96735, 20.61257,  40.15835,LC08_L2SP_170045_20150220_20200909_02_T1,LC81700452015051LGN02
LC08_L2SP_170045_20150308_20200909_02_T1,LC08_L1TP_170045_20150308_20200909_02_T1,LC81700452015067LGN01,2015/03/08,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-03-08 07:48:35.219052,2015-03-08 07:49:06.989048,LGN,DAY,   0.01,   0.09,609,5,    3.910,    2.637,    2.886,LPGS_15.3.1c,52.83762107,132.73849400,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.54"N,39°03'44.50"E,22°42'58.86"N,37°57'08.17"E,22°42'55.73"N,40°10'20.46"E,20°36'48.10"N,37°58'02.46"E,20°36'45.32"N,40°09'19.69"E, 21.67154,  39.06236, 22.71635,  37.95227, 22.71548,  40.17235, 20.61336,  37.96735, 20.61259,  40.15547,LC08_L2SP_170045_20150308_20200909_02_T1,LC81700452015067LGN01
LC08_L2SP_170045_20150324_20200909_02_T1,LC08_L1TP_170045_20150324_20200909_02_T1,LC81700452015083LGN01,2015/03/24,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-03-24 07:48:26.269617,2015-03-24 07:48:58.039613,LGN,DAY,  55.71,  53.29,144,5,    5.132,    3.656,    3.602,LPGS_15.3.1c,58.00104276,126.06818295,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.15"N,39°03'40.68"E,22°42'58.79"N,37°56'57.66"E,22°42'55.73"N,40°10'20.46"E,20°36'48.06"N,37°57'52.13"E,20°36'45.32"N,40°09'19.69"E, 21.67143,  39.06130, 22.71633,  37.94935, 22.71548,  40.17235, 20.61335,  37.96448, 20.61259,  40.15547,LC08_L2SP_170045_20150324_20200909_02_T1,LC81700452015083LGN01
LC08_L2SP_170045_20150409_20200909_02_T1,LC08_L1TP_170045_20150409_20200909_02_T1,LC81700452015099LGN01,2015/04/09,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-04-09 07:48:16.704004,2015-04-09 07:48:48.474001,LGN,DAY,   0.00,   0.01,607,5,    4.972,    3.234,    3.777,LPGS_15.3.1c,62.66781072,117.59202129,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.22"N,39°03'31.03"E,22°42'58.72"N,37°56'47.15"E,22°42'55.80"N,40°10'09.91"E,20°36'47.99"N,37°57'41.76"E,20°36'45.40"N,40°09'09.32"E, 21.67145,  39.05862, 22.71631,  37.94643, 22.71550,  40.16942, 20.61333,  37.96160, 20.61261,  40.15259,LC08_L2SP_170045_20150409_20200909_02_T1,LC81700452015099LGN01
LC08_L2SP_170045_20150425_20200909_02_T1,LC08_L1TP_170045_20150425_20200909_02_T1,LC81700452015115LGN01,2015/04/25,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-04-25 07:48:13.541584,2015-04-25 07:48:45.31158,LGN,DAY,   1.61,  54.34,566,5,    6.404,    3.762,    5.182,LPGS_15.3.1c,66.15745262,107.15532656,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.05"N,39°01'34.36"E,22°42'57.92"N,37°54'51.48"E,22°42'56.66"N,40°08'14.28"E,20°36'47.30"N,37°55'47.75"E,20°36'46.12"N,40°07'15.35"E, 21.67168,  39.02621, 22.71609,  37.91430, 22.71574,  40.13730, 20.61314,  37.92993, 20.61281,  40.12093,LC08_L2SP_170045_20150425_20200909_02_T1,LC81700452015115LGN01
LC08_L2SP_170045_20150511_20200909_02_T1,LC08_L1TP_170045_20150511_20200909_02_T1,LC81700452015131LGN01,2015/05/11,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-05-11 07:47:57.606733,2015-05-11 07:48:29.376729,LGN,DAY,   0.00,   0.13,594,5,    5.350,    2.819,    4.546,LPGS_15.3.1c,68.04004506,96.01597088,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.26"N,39°02'38.94"E,22°42'58.36"N,37°55'54.59"E,22°42'56.20"N,40°09'17.35"E,20°36'47.66"N,37°56'49.92"E,20°36'45.72"N,40°08'17.52"E, 21.67146,  39.04415, 22.71621,  37.93183, 22.71561,  40.15482, 20.61324,  37.94720, 20.61270,  40.13820,LC08_L2SP_170045_20150511_20200909_02_T1,LC81700452015131LGN01
LC08_L2SP_170045_20150527_20200909_02_T1,LC08_L1TP_170045_20150527_20200909_02_T1,LC81700452015147LGN01,2015/05/27,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-05-27 07:47:58.456981,2015-05-27 07:48:30.226977,LGN,DAY,   0.00,   0.00,609,5,    5.480,    2.604,    4.822,LPGS_15.3.1c,68.48414379,86.80412604,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.97"N,39°04'50.45"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'38.74"N,37°59'04.70"E,20°36'35.06"N,40°10'32.16"E, 21.67138,  39.08068, 22.71646,  37.96980, 22.71533,  40.19279, 20.61076,  37.98464, 20.60974,  40.17560,LC08_L2SP_170045_20150527_20200909_02_T1,LC81700452015147LGN01
LC08_L2SP_170045_20150612_20200909_02_T1,LC08_L1TP_170045_20150612_20200909_02_T1,LC81700452015163LGN01,2015/06/12,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-06-12 07:48:10.064973,2015-06-12 07:48:41.834969,LGN,DAY,   2.34,  55.10,585,5,    5.786,    2.901,    5.006,LPGS_15.3.1c,68.00830499,81.66456168,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.86"N,39°04'12.61"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'38.48"N,37°58'23.27"E,20°36'35.35"N,40°09'50.72"E, 21.67135,  39.07017, 22.71639,  37.95811, 22.71542,  40.18111, 20.61069,  37.97313, 20.60982,  40.16409,LC08_L2SP_170045_20150612_20200909_02_T1,LC81700452015163LGN01
LC08_L2SP_170045_20150628_20200909_02_T1,LC08_L1TP_170045_20150628_20200909_02_T1,LC81700452015179LGN01,2015/06/28,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/09,2020/09/09,2015-06-28 07:48:15.968133,2015-06-28 07:48:47.73813,LGN,DAY,   0.00,   0.00,625,5,    5.663,    2.801,    4.922,LPGS_15.3.1c,67.25502859,81.24065013,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.76"N,39°04'54.19"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'38.74"N,37°59'04.70"E,20°36'35.06"N,40°10'32.16"E, 21.67160,  39.08172, 22.71646,  37.96980, 22.71533,  40.19279, 20.61076,  37.98464, 20.60974,  40.17560,LC08_L2SP_170045_20150628_20200909_02_T1,LC81700452015179LGN01
LC08_L2SP_170045_20150714_20200908_02_T1,LC08_L1TP_170045_20150714_20200908_02_T1,LC81700452015195LGN01,2015/07/14,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-07-14 07:48:26.721475,2015-07-14 07:48:58.491471,LGN,DAY,  15.46,  13.23,386,5,    6.322,    3.114,    5.501,LPGS_15.3.1c,66.60227766,85.19634186,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.69"N,39°04'01.27"E,22°42'58.93"N,37°57'18.68"E,22°42'55.58"N,40°10'41.48"E,20°36'38.41"N,37°58'12.90"E,20°36'35.42"N,40°09'40.36"E, 21.67158,  39.06702, 22.71637,  37.95519, 22.71544,  40.17819, 20.61067,  37.97025, 20.60984,  40.16121,LC08_L2SP_170045_20150714_20200908_02_T1,LC81700452015195LGN01
LC08_L2SP_170045_20150730_20200908_02_T1,LC08_L1TP_170045_20150730_20200908_02_T1,LC81700452015211LGN01,2015/07/30,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-07-30 07:48:31.234107,2015-07-30 07:49:03.004104,LGN,DAY,  14.66,  10.58,469,5,    6.055,    3.735,    4.765,LPGS_15.3.1c,66.03240858,92.92003724,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.41"N,39°04'48.47"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'48.49"N,37°59'04.67"E,20°36'44.82"N,40°10'32.23"E, 21.67178,  39.08013, 22.71646,  37.96980, 22.71533,  40.19279, 20.61347,  37.98463, 20.61245,  40.17562,LC08_L2SP_170045_20150730_20200908_02_T1,LC81700452015211LGN01
LC08_L2SP_170045_20150815_20200908_02_T1,LC08_L1TP_170045_20150815_20200908_02_T1,LC81700452015227LGN01,2015/08/15,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-15 07:48:36.965316,2015-08-15 07:49:08.735312,LGN,DAY,  12.13,  13.52,433,5,    5.229,    2.976,    4.299,LPGS_15.3.1c,65.22375808,103.58528439,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.62"N,39°05'06.86"E,22°42'59.33"N,37°58'21.79"E,22°42'55.12"N,40°11'44.56"E,20°36'38.77"N,37°59'15.07"E,20°36'34.99"N,40°10'42.53"E, 21.67156,  39.08524, 22.71648,  37.97272, 22.71531,  40.19571, 20.61077,  37.98752, 20.60972,  40.17848,LC08_L2SP_170045_20150815_20200908_02_T1,LC81700452015227LGN01
LC08_L2SP_170045_20150831_20200908_02_T1,LC08_L1TP_170045_20150831_20200908_02_T1,LC81700452015243LGN01,2015/08/31,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-08-31 07:48:42.717942,2015-08-31 07:49:14.487938,LGN,DAY,   9.24,  11.32,563,5,    5.341,    3.364,    4.149,LPGS_15.3.1c,63.70638384,115.86278215,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.98"N,39°05'11.47"E,22°42'59.40"N,37°58'32.30"E,22°42'55.04"N,40°11'55.07"E,20°36'48.60"N,37°59'25.37"E,20°36'44.68"N,40°10'52.97"E, 21.67166,  39.08652, 22.71650,  37.97564, 22.71529,  40.19863, 20.61350,  37.99038, 20.61241,  40.18138,LC08_L2SP_170045_20150831_20200908_02_T1,LC81700452015243LGN01
LC08_L2SP_170045_20150916_20200908_02_T1,LC08_L1TP_170045_20150916_20200908_02_T1,LC81700452015259LGN01,2015/09/16,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-09-16 07:48:50.704379,2015-09-16 07:49:22.474375,LGN,DAY,   0.01,   0.61,623,5,    4.505,    3.069,    3.298,LPGS_15.3.1c,61.13407331,127.95264212,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'18.37"N,39°04'28.24"E,22°42'59.11"N,37°57'50.26"E,22°42'55.33"N,40°11'13.02"E,20°36'48.35"N,37°58'43.93"E,20°36'44.96"N,40°10'11.50"E, 21.67177,  39.07451, 22.71642,  37.96396, 22.71537,  40.18695, 20.61343,  37.97887, 20.61249,  40.16986,LC08_L2SP_170045_20150916_20200908_02_T1,LC81700452015259LGN01
LC08_L2SP_170045_20151002_20200908_02_T1,LC08_L1TP_170045_20151002_20200908_02_T1,LC81700452015275LGN01,2015/10/02,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-02 07:48:55.325416,2015-10-02 07:49:27.095412,LGN,DAY,   0.00,   0.74,598,5,    4.048,    2.683,    3.031,LPGS_15.3.1c,57.51065604,138.24345716,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'16.93"N,39°04'18.95"E,22°42'59.04"N,37°57'39.71"E,22°42'55.44"N,40°11'02.51"E,20°36'38.56"N,37°58'33.64"E,20°36'35.28"N,40°10'01.06"E, 21.67137,  39.07193, 22.71640,  37.96103, 22.71540,  40.18403, 20.61071,  37.97601, 20.60980,  40.16696,LC08_L2SP_170045_20151002_20200908_02_T1,LC81700452015275LGN01
LC08_L2SP_170045_20151018_20200908_02_T1,LC08_L1TP_170045_20151018_20200908_02_T1,LC81700452015291LGN01,2015/10/18,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-10-18 07:48:56.051201,2015-10-18 07:49:27.821198,LGN,DAY,   0.01,   0.47,630,5,    4.237,    2.720,    3.249,LPGS_15.3.1c,53.16811318,145.88905301,ACTUAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.15"N,39°04'55.45"E,22°42'59.26"N,37°58'11.28"E,22°42'55.19"N,40°11'34.04"E,20°36'38.74"N,37°59'04.70"E,20°36'35.06"N,40°10'32.16"E, 21.67143,  39.08207, 22.71646,  37.96980, 22.71533,  40.19279, 20.61076,  37.98464, 20.60974,  40.17560,LC08_L2SP_170045_20151018_20200908_02_T1,LC81700452015291LGN01
LC08_L2SP_170045_20151103_20200908_02_T1,LC08_L1TP_170045_20151103_20200908_02_T1,LC81700452015307LGN01,2015/11/03,T1,2, 170, 045, 170, 045,NADIR,   0.000,2020/09/08,2020/09/08,2015-11-03 07:49:01.213517,2015-11-03 07:49:32.983513,LGN,DAY,   0.00,   0.03,636,5,    4.669,    2.890,    3.667,LPGS_15.3.1c,48.65051604,150.78887574,FINAL,OLI_TIRS_L2SP,OLI_TIRS,8,UTM,37,WGS84,WGS84,21°40'17.51"N,39°04'09.73"E,22°42'59"N,37°57'29.20"E,22°42'55.51"N,40°10'52"E,20°36'38.48"N,37°58'23.27"E,20°36'35.35"N,40°09'50.72"E, 21.67153,  39.06937, 22.71639,  37.95811, 22.71542,  40.18111, 20.61069,  37.97313, 20.60982,  40.16409,LC08_L2SP_170045_20151103_20200908_02_T1,LC81700452015307LGN01
